title,authors,publication_date,file_path,topics,specialties,clinical_significance,patient_population,pmid,doi,reading_time_minutes,pubmed_enriched
Effectiveness of Exercise Therapy in Patients With Chronic Low Back Pain.,"['Lindberg, Briana', 'Leggit, Jeffrey C']",2022-10-01,2022/10/effectiveness-of-exercise-therapy-in-patients-with-chronic-l.md,['Family Medicine'],['Family Medicine'],High,Adults,36260892,,6,True
Emerging Roles for Family Physicians in Diagnosing and Treating Barrett Esophagus.,"['Strayer, Scott M', 'Tsukanov, Jessica']",2022-10-01,2022/10/emerging-roles-for-family-physicians-in-diagnosing-and-treat.md,['Family Medicine'],['Family Medicine'],High,Adults,36260887,,6,True
Endometriosis.,[],2022-10-01,2022/10/endometriosis.md,['Family Medicine'],['Family Medicine'],High,Adults,36260897,,6,True
Endometriosis: Evaluation and Treatment.,"['Edi, Rina', 'Cheng, Terri']",2022-10-01,2022/10/endometriosis-evaluation-and-treatment.md,"['Gastroenterology', 'Obstetrics', 'Pregnancy', 'Maternal Health', 'Family Medicine', 'Digestive Disorders']",['Family Medicine'],High,Maternal,36260896,,6,True
Family Physicians Providing Obstetric Care in Maternity Care Deserts.,"['Walter, Grace', 'Topmiller, Michael', 'Jetty, Anuradha', 'Jabbarpour, Yalda']",2022-10-01,2022/10/family-physicians-providing-obstetric-care-in-maternity-care.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']","['Family Medicine', 'Obstetrics and Gynecology']",High,Adults,36260889,,6,True
Galleri Test for the Detection of Cancer.,"['Pyzocha, Natasha J']",2022-10-01,2022/10/galleri-test-for-the-detection-of-cancer.md,"['Malignancy', 'Family Medicine', 'Cancer Screening', 'Oncology']",['Family Medicine'],High,Adults,36260909,,6,True
"Hyperpigmented, Linear Rash on the Lower Extremity.","['Almquist, Samuel', 'Barron, Cynthia Reyes', 'Riva, Hannah', 'Mazal, Sarah']",2022-10-01,2022/10/hyperpigmented-linear-rash-on-the-lower-extremity.md,['Family Medicine'],['Family Medicine'],High,Adults,36260906,,6,True
Less Than 4% of Children With Newly Diagnosed Hypertension in Primary Care or School Settings Have Secondary Causes.,"['Barry, Henry C']",2022-10-01,2022/10/less-than-4-of-children-with-newly-diagnosed-hypertension-in.md,"['Hypertension', 'Family Medicine', 'Cardiovascular Disease', 'Blood Pressure']",['Family Medicine'],High,Pediatric,36260880,,6,True
Management of Substance Use Disorders: Guidelines From the VA/DoD.,"['Ford, Brian', 'Smith, Erin', 'Richards, Adrienne']",2022-10-01,2022/10/management-of-substance-use-disorders-guidelines-from-the-va.md,['Family Medicine'],['Family Medicine'],High,Adults,36260882,,6,True
New-Onset Ulcerative Colitis in Patients With COVID-19.,"['Cayley, William E']",2022-10-01,2022/10/new-onset-ulcerative-colitis-in-patients-with-covid-19.md,['Family Medicine'],['Family Medicine'],High,Adults,36260883,,6,True
Nutrition History Taking: A Practical Approach.,"['Pierre, Elyse Fiore', 'Almaroof, Nofisat']",2022-10-01,2022/10/nutrition-history-taking-a-practical-approach.md,"['Metabolic Disorders', 'Oncology', 'Malignancy', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Cancer Screening']",['Family Medicine'],High,Adults,36260900,,6,True
Nutrition: How to Make Healthier Food Choices.,[],2022-10-01,2022/10/nutrition-how-to-make-healthier-food-choices.md,['Family Medicine'],['Family Medicine'],High,Adults,36260901,,6,True
Point-of-Care Ultrasonography in Patients With Acute Dyspnea: A Clinical Guideline From the ACP.,"['Grogan, Scott P']",2022-10-01,2022/10/point-of-care-ultrasonography-in-patients-with-acute-dyspnea.md,['Family Medicine'],['Family Medicine'],High,Adults,36260881,,6,True
Polymyalgia Rheumatica and Giant Cell Arteritis: Rapid Evidence Review.,"['Raleigh, Meghan F', 'Stoddard, Jonathan', 'Darrow, Hillary J']",2022-10-01,2022/10/polymyalgia-rheumatica-and-giant-cell-arteritis-rapid-eviden.md,['Family Medicine'],['Family Medicine'],High,Adults,36260899,,6,True
SGLT-2 Inhibitors Reduce Heart Failure-Related Hospitalization in Patients Without Diabetes.,"['Shaughnessy, Allen F']",2022-10-01,2022/10/sglt-2-inhibitors-reduce-heart-failure-related-hospitalizati.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,36260878,,6,True
Schizophrenia.,"['Crawford, Paul', 'Go, Kendrick V']",2022-10-01,2022/10/schizophrenia.md,"['Screening', 'Family Medicine', 'Prevention', 'Early Detection']",['Family Medicine'],High,Adults,36260895,,6,True
The Spiritual Assessment.,"['Kuckel, Daniel P', 'Jones, Andre L', 'Smith, Dustin K']",2022-10-01,2022/10/the-spiritual-assessment.md,['Family Medicine'],['Family Medicine'],High,Adults,36260898,,6,True
Adult Vaccination.,"['Greenberg, Grant M', 'Koshy, Princy A', 'Hanson, Mary Jane S']",2022-11-01,2022/11/adult-vaccination.md,"['Immunization', 'Vaccination', 'Obstetrics', 'Pregnancy', 'Maternal Health', 'Prevention', 'Family Medicine']",['Family Medicine'],High,Pediatric,36379499,,8,True
Benefits and Harms of Anticoagulants in People Hospitalized With COVID-19.,"['Cayley, William E']",2022-11-01,2022/11/benefits-and-harms-of-anticoagulants-in-people-hospitalized.md,['Family Medicine'],['Family Medicine'],High,Adults,36379495,,6,True
Benefits of Individualized Discharge Plans for Hospitalized Patients.,"['Kim, Alexander', 'Covey, Carlton']",2022-11-01,2022/11/benefits-of-individualized-discharge-plans-for-hospitalized.md,['Family Medicine'],['Family Medicine'],High,Adults,36379494,,6,True
Bilateral Wrist Discoloration.,"['Chiakpo, Evelyne N', 'Aguwa, Chibuzo J']",2022-11-01,2022/11/bilateral-wrist-discoloration.md,['Family Medicine'],['Family Medicine'],High,Adults,36379507,,6,True
Binx IO Point-of-Care Test for Chlamydia trachomatis and Neisseria gonorrhoeae Infections.,"['Clebak, Karl T', 'Bensur, Justine', 'Sell, Jarrett K']",2022-11-01,2022/11/binx-io-point-of-care-test-for-chlamydia-trachomatis-and-nei.md,['Family Medicine'],['Family Medicine'],High,Adults,36379508,,6,True
Care Transition and Long-term Care Options for Older Adults.,"['Unwin, Brian K', 'Bedsaul, Nicole Bailey', 'Stubbs, Sarah']",2022-11-01,2022/11/care-transition-and-long-term-care-options-for-older-adults.md,['Family Medicine'],['Family Medicine'],High,Geriatric,36379505,,6,True
Correction.,[],2022-11-01,2022/11/correction.md,['Family Medicine'],['Family Medicine'],High,Adults,36379488,,1,True
Doxycycline Preferred for the Treatment of Chlamydia.,"['McAnaney, Cara']",2022-11-01,2022/11/doxycycline-preferred-for-the-treatment-of-chlamydia.md,['Family Medicine'],['Family Medicine'],High,Adults,36379486,,6,True
Early Treatment of Screen-Detected Anal High-Grade Squamous Intraepithelial Lesions Reduces Progression to Cancer.,"['Ebell, Mark H']",2022-11-01,2022/11/early-treatment-of-screen-detected-anal-high-grade-squamous.md,"['Malignancy', 'Family Medicine', 'Cancer Screening', 'Oncology']",['Family Medicine'],High,Adults,36379481,,6,True
Encouraging Family Physicians to Fill the Gaps in Hospice and Palliative Care for Children,"['Fan, Jennifer Nielsen', 'Kilpatrick, Laurel Brown']",2022-11-01,2022/11/encouraging-family-physicians-to-fill-the-gaps-in-hospice-an.md,['Family Medicine'],['Family Medicine'],High,Pediatric,36379491,,4,True
Enlarging Scrotal Mass.,"['Butani, Vikram Raj Jörgen']",2022-11-01,2022/11/enlarging-scrotal-mass.md,['Family Medicine'],['Family Medicine'],High,Adults,36379506,,6,True
Enuresis in Children: Common Questions and Answers.,"['Lauters, Rebecca A', 'Garcia, Kara W', 'Arnold, James J']",2022-11-01,2022/11/enuresis-in-children-common-questions-and-answers.md,"['Child Health', 'Family Medicine', 'Adolescent Medicine', 'Pediatrics']","['Family Medicine', 'Pediatrics']",High,Pediatric,36379501,,16,True
Helping Adults With Dementia Travel by Air.,"['Rosenstein, Benjamin']",2022-11-01,2022/11/helping-adults-with-dementia-travel-by-air.md,['Family Medicine'],['Family Medicine'],High,Adults,36379487,,6,True
Long COVID in Children: What Do We Know?,"['Wadhwa, Anupma']",2022-11-01,2022/11/long-covid-in-children-what-do-we-know.md,['Family Medicine'],['Family Medicine'],High,Pediatric,36379490,,4,True
Long COVID: Rapid Evidence Review.,"['Herman, Eric', 'Shih, Elizabeth', 'Cheng, Anthony']",2022-11-01,2022/11/long-covid-rapid-evidence-review.md,['Family Medicine'],['Family Medicine'],High,Adults,36379497,,12,True
Long COVID: What You Should Know.,[],2022-11-01,2022/11/long-covid-what-you-should-know.md,['Family Medicine'],['Family Medicine'],High,Adults,36379498,,5,True
Magnesium Sulfate Infusion to Prevent Hospitalization for Acute COPD Exacerbations.,"['Silva, Taran W', 'Valerio, Christina', 'Gawrys, Breanna']",2022-11-01,2022/11/magnesium-sulfate-infusion-to-prevent-hospitalization-for-ac.md,['Family Medicine'],['Family Medicine'],High,Adults,36379493,,6,True
Management of Head and Neck Injuries by the Sideline Physician.,"['Usman, Saif']",2022-11-01,2022/11/management-of-head-and-neck-injuries-by-the-sideline-physici.md,['Family Medicine'],['Family Medicine'],High,Adults,36379500,,15,True
"Minimal Difference, if Any, in the Efficacy of Intramuscular vs. Intra-articular Steroid Injection for Knee Osteoarthritis.","['Slawson, David C']",2022-11-01,2022/11/minimal-difference-if-any-in-the-efficacy-of-intramuscular-v.md,['Family Medicine'],['Family Medicine'],High,Adults,36379480,,6,True
"Osteoporosis Prevention, Screening, and Diagnosis: ACOG Recommendations.","['White, Lilian']",2022-11-01,2022/11/osteoporosis-prevention-screening-and-diagnosis-acog-recomme.md,"['Screening', 'Family Medicine', 'Prevention', 'Early Detection']",['Family Medicine'],High,Adults,36379483,,6,True
Peripheral Edema: Evaluation and Management in Primary Care.,"['Patel, Hiten', 'Skok, Christopher', 'DeMarco, Anthony']",2022-11-01,2022/11/peripheral-edema-evaluation-and-management-in-primary-care.md,['Family Medicine'],['Family Medicine'],High,Adults,36379502,,11,True
Smoking Cessation Interventions.,"['Gaddey, Heidi L', 'Dakkak, MaryAnn', 'Jackson, Nicole Marie']",2022-11-01,2022/11/smoking-cessation-interventions.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Pediatric,36379496,,8,True
Surviving Sepsis: Updated Guidelines From the Society of Critical Care Medicine.,"['Arnold, Michael J']",2022-11-01,2022/11/surviving-sepsis-updated-guidelines-from-the-society-of-crit.md,['Family Medicine'],['Family Medicine'],High,Adults,36379484,,6,True
Treatment for Patients With Acute Pulmonary Embolism Diagnosed in Primary Care.,"['Vinson, David R', 'Rangarajan, Suresh', 'Hofmann, Erik R']",2022-11-01,2022/11/treatment-for-patients-with-acute-pulmonary-embolism-diagnos.md,['Family Medicine'],['Family Medicine'],High,Adults,36379489,,6,True
USPSTF Recommends Against Initiating Aspirin for Primary Prevention of CVD in Adults 60 Years or Older.,"['Slawson, David C']",2022-11-01,2022/11/uspstf-recommends-against-initiating-aspirin-for-primary-pre.md,['Family Medicine'],['Family Medicine'],High,Adults,36379482,,6,True
Use of Procalcitonin Guidance Reduces Antibiotic Duration in Hospitalized Patients.,"['Kulkarni, Nita Shrikant']",2022-11-01,2022/11/use-of-procalcitonin-guidance-reduces-antibiotic-duration-in.md,['Family Medicine'],['Family Medicine'],High,Adults,36379479,,6,True
Vericiguat (Verquvo) for the Treatment of Heart Failure.,"['Elmes, Abigail T', 'Hellenbart, Erika L']",2022-11-01,2022/11/vericiguat-verquvo-for-the-treatment-of-heart-failure.md,['Family Medicine'],['Family Medicine'],High,Adults,36379478,,6,True
"Vitamin, Mineral, and Multivitamin Supplementation to Prevent Cardiovascular Disease and Cancer.",[],2022-11-01,2022/11/vitamin-mineral-and-multivitamin-supplementation-to-prevent.md,"['Malignancy', 'Family Medicine', 'Cancer Screening', 'Oncology']",['Family Medicine'],High,Adults,36379503,,6,True
Another Study Fails to Find Platelet-Rich Plasma Injections Effective for Adults With Degenerative Joint Disease of the Knee.,"['Barry, Henry C']",2022-12-01,2022/12/another-study-fails-to-find-platelet-rich-plasma-injections.md,['Family Medicine'],['Family Medicine'],High,Adults,36521486,,6,True
Antibiotic Use in Acute Upper Respiratory Tract Infections.,"['Sur, Denise K C', 'Plesa, Monica L']",2022-12-01,2022/12/antibiotic-use-in-acute-upper-respiratory-tract-infections.md,"['Respiratory Disorders', 'Pharmacology', 'Infectious Disease', 'Antimicrobial Therapy', 'Family Medicine', 'Pulmonology']",['Family Medicine'],High,Adults,36521460,,6,True
Antiplatelet Therapy in Chronic Kidney Disease.,"['Singh, Madhavi', 'Grine, Kristen']",2022-12-01,2022/12/antiplatelet-therapy-in-chronic-kidney-disease.md,['Family Medicine'],['Family Medicine'],High,Adults,36521459,,6,True
Anxiety Disorders in Children and Adolescents.,"['Kowalchuk, Alicia', 'Gonzalez, Sandra J', 'Zoorob, Roger J']",2022-12-01,2022/12/anxiety-disorders-in-children-and-adolescents.md,"['Psychiatry', 'Anxiety Disorders', 'Screening', 'Early Detection', 'Mental Health', 'Prevention', 'Family Medicine']",['Family Medicine'],High,Pediatric,36521463,,6,True
Blood Pressure Targets in Adults With Hypertension: A Clinical Practice Guideline From the AAFP.,"['Coles, Sarah', 'Fisher, Lynn', 'Lin, Kenneth W', 'Lyon, Corey', 'Vosooney, Alexis A', 'Bird, Melanie D']",2022-12-01,2022/12/blood-pressure-targets-in-adults-with-hypertension-a-clinica.md,"['Hypertension', 'Family Medicine', 'Cardiovascular Disease', 'Blood Pressure']",['Family Medicine'],High,Adults,36521481,,6,True
Blood Pressure Targets in Adults With Hypertension: Guidelines From the AAFP.,"['Arnold, Michael J']",2022-12-01,2022/12/blood-pressure-targets-in-adults-with-hypertension-guideline.md,"['Hypertension', 'Family Medicine', 'Cardiovascular Disease', 'Blood Pressure']",['Family Medicine'],High,Adults,36521480,,6,True
Care of People Experiencing Homelessness.,"['Lanham, Jason S', 'White, Paige', 'Gaffney, Brody']",2022-12-01,2022/12/care-of-people-experiencing-homelessness.md,"['Respiratory Disorders', 'Long-term Care', 'Chronic Disease Management', 'Family Medicine', 'Pulmonology']","['Psychiatry', 'Family Medicine']",High,Adults,36521466,,6,True
Case Report: Salter-Harris Fracture in an Infant.,"['Kamatkar, Suyog', 'Williams, Stephanie']",2022-12-01,2022/12/case-report-salter-harris-fracture-in-an-infant.md,['Family Medicine'],['Family Medicine'],High,Pediatric,36521485,,6,True
Clinical Diagnosis of Testicular Torsion.,"['Ebell, Mark H']",2022-12-01,2022/12/clinical-diagnosis-of-testicular-torsion.md,['Family Medicine'],['Family Medicine'],High,Adults,36521475,,6,True
Deprescribing Chronic Use of Proton Pump Inhibitors.,"['Golub, Yuriy', 'Duenas, Matthew', 'Neher, Jon O']",2022-12-01,2022/12/deprescribing-chronic-use-of-proton-pump-inhibitors.md,['Family Medicine'],['Family Medicine'],High,Adults,36521469,,6,True
Diary of a Family Physician.,"['Knox, James D', 'Silk, Hugh']",2022-12-01,2022/12/diary-of-a-family-physician.md,['Family Medicine'],['Family Medicine'],High,Adults,36521474,,6,True
Disappointing Beef Advertisement in American Family Physician.,"['Halsey, Anne B']",2022-12-01,2022/12/disappointing-beef-advertisement-in-american-family-physicia.md,['Family Medicine'],['Family Medicine'],High,Adults,36521483,,6,True
Foot Wound Progressing From Small Scrape to Ulcer.,"['Vedala, Raghuveer', 'Vedala, Krishna', 'Harsha, Jillian']",2022-12-01,2022/12/foot-wound-progressing-from-small-scrape-to-ulcer.md,['Family Medicine'],['Family Medicine'],High,Adults,36521473,,6,True
Galactorrhea (Milk Discharge).,[],2022-12-01,2022/12/galactorrhea-milk-discharge.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Adults,36521468,,6,True
Galactorrhea: Rapid Evidence Review.,"['Bruehlman, Richard D', 'Winters, Stella', 'McKittrick, Connor']",2022-12-01,2022/12/galactorrhea-rapid-evidence-review.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Maternal,36521467,,6,True
Hip Fractures: Diagnosis and Management.,"['Schroeder, Jeremy D', 'Turner, Sean P', 'Buck, Emily']",2022-12-01,2022/12/hip-fractures-diagnosis-and-management.md,"['Family Medicine', 'Infectious Disease', 'Antimicrobial Therapy', 'Pharmacology']",['Family Medicine'],High,Adults,36521464,,6,True
Hip Fractures: What You Need to Know.,[],2022-12-01,2022/12/hip-fractures-what-you-need-to-know.md,['Family Medicine'],['Family Medicine'],High,Adults,36521465,,6,True
Long-term Risks Are Similar for CTA and Invasive Coronary Angiography as Initial Diagnostic Strategy for Stable Chest Pain.,"['Kulkarni, Nita Shrikant']",2022-12-01,2022/12/long-term-risks-are-similar-for-cta-and-invasive-coronary-an.md,['Family Medicine'],['Family Medicine'],High,Adults,36521479,,6,True
Medication Abortion a Reasonable Option for Pregnancy of Unknown Location.,"['Speer, Linda']",2022-12-01,2022/12/medication-abortion-a-reasonable-option-for-pregnancy-of-unk.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Maternal,36521478,,6,True
Medication Safety in Breastfeeding.,"['Spencer, Jeanne P', 'Thomas, Stephanie', 'Trondsen Pawlowski, Ruth H']",2022-12-01,2022/12/medication-safety-in-breastfeeding.md,"['Metabolic Disorders', 'Obstetrics', 'Pregnancy', 'Maternal Health', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine']","['Psychiatry', 'Family Medicine']",High,Pediatric,36521462,,6,True
Music Therapy for Autistic People.,"['Gawrys, Breanna L', 'Trang, Diana T']",2022-12-01,2022/12/music-therapy-for-autistic-people.md,['Family Medicine'],['Family Medicine'],High,Adults,36521457,,6,True
